PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,,
184,9/28/24,12:01:02,2,2,"Moon, KJ",1000097405,Right,MER_BEA,"Kamaka, Titan",702798,Right,MER_BEA,Undefined,5,Bottom,1,1,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,72.67653,4.03984,1.054147,2492.545451,44.679477,7:30,6.29732,0.59085,5.10539,-64.33007,-8.99402,-10.80221,4.75,0.68405,65.77019,-7.638183,-0.855351,0.535396,,,,,,,,,,,,5.62426,-5.01457,-0.68163,50,6.62915,-1.50831,-105.12496,5.24809,6.21614,19.87476,-37.71633,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,dc6f3120-7db2-11ef-898b-7f46a3e9fb79,70.40098,,,6.90634,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,16:01:02,2024-09-28T12:01:02.1037244-04:00,2024-09-28T16:01:02.1037244Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,0e0a7492-557d-4762-b99d-ea646f259423,55.3965,-106.14031,9.93738,6.31182,7.17492,-18.85817,-0.59647,-1.82587,3.10807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
185,9/28/24,12:01:14,2,3,"Moon, KJ",1000097405,Right,MER_BEA,"Kamaka, Titan",702798,Right,MER_BEA,Undefined,5,Bottom,1,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.00674,-0.392406,-1.773379,2396.291908,203.883222,12:45,6.30865,0.77093,6.24703,-19.81903,16.64584,6.85221,4.29496,-0.29421,79.33794,-4.170651,-0.536056,0.434619,,,,,,,,,,,,-4.03114,9.08489,-0.64206,50,6.26947,3.63728,-126.37817,-1.41043,-6.50714,26.20971,-17.5091,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,e39c3290-7db2-11ef-898b-7f46a3e9fb79,86.72524,,,7.6688,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,16:01:14,2024-09-28T12:01:14.1520572-04:00,2024-09-28T16:01:14.1520572Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,b0a0bad3-8be1-47ae-a286-cb826e9a8060,54.25205,-127.25695,13.10486,6.30692,-0.82337,-8.75455,-0.76767,3.85546,-3.25357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
186,9/28/24,12:01:31,2,4,"Moon, KJ",1000097405,Right,MER_BEA,"Kamaka, Titan",702798,Right,MER_BEA,Undefined,5,Bottom,1,3,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.44983,-1.750092,-1.39867,2316.570155,209.40025,1:00,6.21683,0.8448,6.13338,-18.89635,17.35654,9.11985,3.02352,0.31172,79.88611,-5.342751,0.245588,0.433354,,,,,,,,,,,,-5.07614,9.8006,-0.7424,50,6.07312,2.72794,-126.98112,-4.40851,-8.27696,26.3256,-16.19357,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,ed8fce10-7db2-11ef-898b-7f46a3e9fb79,86.9784,,,7.56372,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,16:01:31,2024-09-28T12:01:30.8763836-04:00,2024-09-28T16:01:30.8763836Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,4258a27b-c92a-49b2-811a-6a970091c059,54.36612,-127.88309,13.1628,6.21467,-3.85368,-8.09679,-0.84073,3.01153,-4.13848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
187,9/28/24,12:01:44,2,5,"Moon, KJ",1000097405,Right,MER_BEA,"Kamaka, Titan",702798,Right,MER_BEA,Undefined,5,Bottom,1,3,1,Fastball,Four-Seam,BallinDirt,Walk,Undefined,Undefined,0,0,,87.51542,-4.318109,-1.842364,2295.765243,203.398775,12:45,6.14343,0.82712,6.40189,-20.11403,15.7617,6.32827,0.48662,-0.3404,80.5142,-8.104893,-0.695167,0.431094,,,,,,,,,,,,-3.80681,9.76347,-0.69773,50,5.82371,3.8386,-126.86348,-10.14078,-6.2166,25.46156,-16.23014,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,f55dca70-7db2-11ef-898b-7f46a3e9fb79,87.43445,,,7.00122,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,16:01:44,2024-09-28T12:01:43.9928508-04:00,2024-09-28T16:01:43.9928508Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,b2119a9a-4e25-494e-88b7-29ee9d19a236,54.09922,-127.68354,12.73078,6.14191,-9.61805,-8.11507,-0.82459,4.03883,-3.1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
188,9/28/24,12:02:13,3,1,"Moon, KJ",1000097405,Right,MER_BEA,"Baughcum, Brant",702717,Right,MER_BEA,Undefined,5,Bottom,1,0,0,Slider,Slider,BallinDirt,Undefined,Undefined,Undefined,0,0,,79.41132,-0.830258,-3.519704,2510.948766,100.971818,9:15,6.01558,1.14943,5.64645,-41.76172,3.90551,-11.64182,1.75945,-3.10807,72.00871,-8.49546,-5.59355,0.486378,,,,,,,,,,,,4.61075,2.88118,-0.84361,50,5.91962,7.54644,-114.85399,-3.05037,6.04902,24.81318,-28.39415,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,068b1190-7db3-11ef-898b-7f46a3e9fb79,77.49622,,,7.40261,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,16:02:13,2024-09-28T12:02:12.7460028-04:00,2024-09-28T16:02:12.7460028Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,b92d9569-7ac0-4ae6-bd1b-d3c4417d48c7,54.84843,-115.89671,12.40659,6.02274,-1.85716,-14.19707,-1.15539,7.29224,3.02451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
189,9/28/24,12:02:56,3,2,"Moon, KJ",1000097405,Right,MER_BEA,"Baughcum, Brant",702717,Right,MER_BEA,Undefined,5,Bottom,1,1,0,Fastball,Cutter,BallinDirt,Undefined,Undefined,Undefined,0,1,,85.54846,-4.238809,-1.475672,2229.890496,197.218949,12:30,6.23606,0.83615,5.77029,-23.59907,14.34103,4.12083,0.31611,-0.19408,79.82548,-8.574394,-0.737072,0.443323,,,,,,,,,,,,-2.46118,8.6478,-0.71667,50,5.87028,3.0348,-124.11122,-9.96077,-3.90201,21.01073,-18.46355,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,206a9a90-7db3-11ef-898b-7f46a3e9fb79,85.02245,,,5.72297,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,16:02:56,2024-09-28T12:02:56.1950000-04:00,2024-09-28T16:02:56.1950000Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,9995f331-560d-4c1d-9a13-aaf8acaca7b0,54.73299,-124.9099,10.50536,6.23557,-9.25892,-9.23178,-0.83485,3.18312,-1.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.64119,,,0.874683,,,,-2.88081,5.47811,-3.12755,67.07146,4.47194,-57.71399,-2.83647,84.65212,-5.37679,5.50605,9.65695,-12.37246,-3.26009,-71.10336,10.03104,High,High,High,,,High,High,High,,
190,9/28/24,12:03:34,3,3,"Moon, KJ",1000097405,Right,MER_BEA,"Baughcum, Brant",702717,Right,MER_BEA,Undefined,5,Bottom,1,2,0,Cutter,Cutter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,86.31789,-2.27156,-1.61556,2252.074496,175.476128,11:45,6.31075,0.8307,6.08126,-24.15883,12.14316,-0.89347,2.19388,-0.7389,81.23815,-6.73069,-1.776513,0.433647,,,,,,,,,,,,0.14161,7.02323,-0.70534,50,6.12188,3.57758,-125.63534,-5.74447,0.23267,18.7501,-20.6337,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,36b8e680-7db3-11ef-898b-7f46a3e9fb79,86.9196,,,5.07974,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,16:03:34,2024-09-28T12:03:33.6313532-04:00,2024-09-28T16:03:33.6313532Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,a176371d-edb1-4311-9f66-34c1856c7653,54.42252,-126.29364,9.37505,6.31085,-5.02004,-10.31685,-0.8308,3.56941,0.11634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
191,9/28/24,12:03:47,3,4,"Moon, KJ",1000097405,Right,MER_BEA,"Baughcum, Brant",702717,Right,MER_BEA,Undefined,5,Bottom,1,2,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.04654,-1.890454,0.048014,2192.378078,195.268665,12:30,6.18353,0.78028,6.24946,-21.15828,14.67347,3.74075,2.67617,1.13629,80.89064,-5.856593,0.724294,0.430829,,,,,,,,,,,,-1.95902,8.4026,-0.78575,50,6.03231,-0.2446,-126.68683,-4.80426,-3.23016,22.34751,-18.31929,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,3eb4a9a0-7db3-11ef-898b-7f46a3e9fb79,87.4881,,,6.1559,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,16:03:47,2024-09-28T12:03:47.0611644-04:00,2024-09-28T16:03:47.0611644Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,814b35d9-71db-4c73-9fc9-2a37c7ffb43b,54.25472,-127.43515,11.17376,6.18292,-4.19083,-9.15965,-0.77938,-0.13643,-1.61508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
192,9/28/24,12:04:01,3,5,"Moon, KJ",1000097405,Right,MER_BEA,"Baughcum, Brant",702717,Right,MER_BEA,Undefined,5,Bottom,1,3,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.59505,-1.535965,-0.517862,2209.384236,204.425189,12:45,6.28658,0.84801,5.94884,-22.88942,13.82572,5.81347,2.95407,0.85212,80.23924,-5.802061,0.527195,0.436108,,,,,,,,,,,,-3.1415,7.808,-0.81019,50,6.15129,0.9115,-125.95633,-4.09435,-5.10792,22.68134,-19.47865,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,46d30ff0-7db3-11ef-898b-7f46a3e9fb79,86.42915,,,6.35582,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,16:04:01,2024-09-28T12:04:00.6920892-04:00,2024-09-28T16:04:00.6920892Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,99b22078-7785-4f01-a294-b6553c2f89f4,54.55455,-126.77383,11.34067,6.28621,-3.39229,-9.73933,-0.84636,1.09561,-2.55396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
193,9/28/24,12:04:20,3,6,"Moon, KJ",1000097405,Right,MER_BEA,"Baughcum, Brant",702717,Right,MER_BEA,Undefined,5,Bottom,1,3,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.75566,-1.946597,-1.129373,2273.327535,199.922862,12:45,6.32096,0.91077,6.14801,-18.32493,19.42237,6.58819,2.99408,0.41605,78.22031,-5.447612,0.058768,0.442195,76.68017,4.357373,-50.126487,5094.556742,,,,64.80035,64.80035,-51.193815,0.610884,-3.7587,11.0041,-0.82824,50,6.16328,2.20133,-124.53013,-4.72418,-5.87751,25.99006,-14.96675,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,523ea570-7db3-11ef-898b-7f46a3e9fb79,85.23933,3.84038,,7.53534,,,,2.11601,3.06036,-0.35303,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,16:04:20,2024-09-28T12:04:19.8322876-04:00,2024-09-28T16:04:19.8322876Z,GroundBall,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,2b414d07-7f55-4830-93f0-9c22a1c7bc79,54.35335,-125.43541,12.99503,6.31876,-4.20286,-7.48338,-0.90848,2.40605,-2.93876,64.586318,2.11601,71.89191,-15.76517,2.37346,-1.51353,4.06328,-7.46769,7.02827,-2.67204,3.06036,8.54488,-23.96874,3.38369,-1.76436,4.29883,-7.84104,7.41257,-2.83011,-0.35303,-86.06227,6.2321,0.6316,-0.92089,2.83591,-5.31167,5.08522,-1.95854,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,
194,9/28/24,12:04:39,3,7,"Moon, KJ",1000097405,Right,MER_BEA,"Baughcum, Brant",702717,Right,MER_BEA,Undefined,5,Bottom,1,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,86.6264,-1.900979,0.298964,2215.614372,201.119277,12:45,6.33298,0.79425,5.91245,-19.31044,17.85918,6.44461,2.95868,1.6088,79.35431,-5.54892,1.456323,0.438799,,,,,,,,,,,,-3.26303,10.0752,-0.82211,50,6.16952,-0.91057,-125.83666,-4.7468,-5.23071,25.59902,-16.02338,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,5dd5ded0-7db3-11ef-898b-7f46a3e9fb79,85.8991,,,7.27209,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,16:04:39,2024-09-28T12:04:39.3005756-04:00,2024-09-28T16:04:39.3005756Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,ae008021-bb29-4223-a47c-3c36d75c1f96,54.59012,-126.76699,12.79951,6.33145,-4.16447,-8.01169,-0.79247,-0.72048,-2.61535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
195,9/28/24,12:05:07,4,1,"Moon, KJ",1000097405,Right,MER_BEA,"Thomas, Zach",1000299404,Right,MER_BEA,Undefined,5,Bottom,1,0,0,Curveball,Curveball,BallinDirt,Undefined,Undefined,Undefined,0,0,,73.01048,-0.980966,-0.684504,2320.584563,44.731899,7:30,6.3127,0.8371,4.97078,-61.7674,-7.43107,-9.03351,0.23864,-0.56231,67.77388,-12.020833,-2.286227,0.530538,,,,,,,,,,,,4.31496,-2.98032,-0.76309,50,6.16666,1.60532,-105.9789,-3.89926,4.8912,18.67103,-35.5524,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,6ea21a30-7db3-11ef-898b-7f46a3e9fb79,71.04567,,,5.2366,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,16:05:07,2024-09-28T12:05:07.3756348-04:00,2024-09-28T16:05:07.3756348Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,f846a920-5875-4bf7-88d4-755bdcb4a029,55.53412,-106.94945,9.33552,6.32132,-2.05121,-17.7762,-0.83992,1.35107,2.4456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
196,9/28/24,12:05:28,4,2,"Moon, KJ",1000097405,Right,MER_BEA,"Thomas, Zach",1000299404,Right,MER_BEA,Undefined,5,Bottom,1,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.51116,-2.802846,-2.781285,2091.633227,201.265339,12:45,6.39021,1.11511,5.973,-18.70603,19.2806,7.05146,2.22768,-0.87785,78.73326,-6.33306,-1.515634,0.443595,,,,,,,,,,,,-4.34177,10.99213,-0.89863,50,6.15735,5.74524,-124.03803,-6.60611,-6.80855,23.28621,-14.93665,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,7aa5a9f0-7db3-11ef-898b-7f46a3e9fb79,84.97035,,,6.7779,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,16:05:28,2024-09-28T12:05:27.5709628-04:00,2024-09-28T16:05:27.5709628Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,82748b77-1268-41eb-9452-e4088ca7bad2,54.52806,-124.88521,11.64311,6.38781,-6.06269,-7.46833,-1.11216,5.99294,-3.40428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
197,9/28/24,12:05:43,4,3,"Moon, KJ",1000097405,Right,MER_BEA,"Thomas, Zach",1000299404,Right,MER_BEA,Undefined,5,Bottom,1,1,1,Slider,Slider,BallinDirt,Undefined,Undefined,Undefined,0,0,,77.4772,-2.4591,-2.356273,2448.108994,93.966603,9:15,6.15599,1.45499,5.05121,-46.2516,2.96126,-16.30115,-0.02112,-2.12712,70.42278,-10.800002,-5.239206,0.504906,,,,,,,,,,,,7.33524,2.80917,-1.21667,50,5.88488,5.26164,-112.00583,-6.40332,9.1042,24.5626,-28.6874,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,83af3390-7db3-11ef-898b-7f46a3e9fb79,74.65236,,,7.05442,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,16:05:43,2024-09-28T12:05:42.6959036-04:00,2024-09-28T16:05:42.6959036Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,d9127d4c-426e-4dbd-8b62-9c900a1a44ee,55.44918,-113.19451,12.2813,6.16117,-5.01502,-14.3437,-1.46064,4.82105,4.5521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
198,9/28/24,12:06:11,4,4,"Moon, KJ",1000097405,Right,MER_BEA,"Thomas, Zach",1000299404,Right,MER_BEA,Undefined,5,Bottom,1,2,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.44919,-1.450519,-2.37491,2231.524117,196.556831,12:30,6.327,0.86785,6.19033,-19.16875,16.81249,4.67414,3.38888,-0.93669,80.34544,-5.082393,-1.532251,0.431727,,,,,,,,,,,,-3.03059,9.4143,-0.69094,50,6.20761,5.0795,-127.01052,-3.75766,-4.97679,24.71832,-16.71403,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,9487cb00-7db3-11ef-898b-7f46a3e9fb79,87.30609,,,7.10375,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,16:06:11,2024-09-28T12:06:11.0103740-04:00,2024-09-28T16:06:11.0103740Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,4f087e32-c1e1-4881-801d-e16b24e6987a,54.30971,-127.84651,12.35916,6.32514,-3.19238,-8.35701,-0.86558,5.24782,-2.4884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
199,9/28/24,12:06:32,4,5,"Moon, KJ",1000097405,Right,MER_BEA,"Thomas, Zach",1000299404,Right,MER_BEA,Undefined,5,Bottom,1,3,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.41863,-0.676607,-1.744478,2189.953783,201.948298,12:45,6.2755,1.03797,6.04023,-15.56757,22.70324,8.63335,4.35139,0.14164,77.56447,-3.696005,-0.191799,0.445251,,,,,,,,,,,,-4.92177,12.22544,-0.90629,50,6.21408,3.42446,-123.98211,-1.83467,-7.61984,26.02774,-13.24672,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,a1263b30-7db3-11ef-898b-7f46a3e9fb79,84.6543,,,7.85415,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,16:06:32,2024-09-28T12:06:32.1758908-04:00,2024-09-28T16:06:32.1758908Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,6e709be9-cd1d-4171-b515-80d6eba139d8,54.45829,-124.91453,13.01387,6.27131,-1.36011,-6.62336,-1.03386,3.69743,-3.80992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
200,9/28/24,12:07:01,4,6,"Moon, KJ",1000097405,Right,MER_BEA,"Thomas, Zach",1000299404,Right,MER_BEA,Undefined,5,Bottom,1,3,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,86.87362,-2.492384,-2.410052,2242.287873,196.877175,12:30,6.24989,0.9873,6.08868,-13.31989,23.53013,6.77367,2.83072,-0.67906,79.31987,-5.082817,-1.191583,0.436908,,,,,,,,,,,,-4.14213,13.15686,-0.80463,50,6.04993,5.02652,-126.00524,-5.78719,-6.65678,25.70048,-11.02984,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,b280faf0-7db3-11ef-898b-7f46a3e9fb79,86.27082,,,7.55375,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,16:07:01,2024-09-28T12:07:01.2949180-04:00,2024-09-28T16:07:01.2949180Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,15831d79-1b52-4905-a5ef-361a4ca34634,54.41065,-126.90166,12.85024,6.24508,-5.40247,-5.51492,-0.98401,5.2587,-3.32839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
201,9/28/24,12:07:24,5,1,"Moon, KJ",1000097405,Right,MER_BEA,"Green, Davis",702639,Right,MER_BEA,Undefined,5,Bottom,2,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,72.81105,4.506004,1.478989,2364.62977,57.385984,8:00,6.32875,0.526,4.96349,-63.807,-9.15536,-16.88351,5.27868,0.5166,66.76311,-7.001172,-1.49528,0.532075,,,,,,,,,,,,8.67489,-5.15111,-0.65471,50,6.71318,-2.0591,-105.43236,6.11769,9.79777,17.35412,-37.99193,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,c0298820-7db3-11ef-898b-7f46a3e9fb79,70.84042,,,6.04795,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,16:07:24,2024-09-28T12:07:24.1379004-04:00,2024-09-28T16:07:24.1379004Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,8856be86-53ab-4793-88e9-2bbe2ae28fe1,55.54213,-106.34068,8.67706,6.34094,8.1062,-18.99597,-0.53352,-2.57192,4.89889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
202,9/28/24,12:07:42,5,2,"Moon, KJ",1000097405,Right,MER_BEA,"Green, Davis",702639,Right,MER_BEA,Undefined,5,Bottom,2,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,86.72421,0.974509,-1.988819,2239.584812,192.76399,12:30,6.37757,1.01632,5.94627,-19.63257,17.11473,3.64118,5.64608,-0.52577,79.79762,-2.733064,-1.335486,0.436299,,,,,,,,,,,,-2.3491,8.84658,-0.85983,50,6.44396,4.22499,-126.00916,1.57052,-3.81537,23.16844,-17.80559,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,cb0b7b40-7db3-11ef-898b-7f46a3e9fb79,86.39133,,,6.92659,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,16:07:42,2024-09-28T12:07:42.4733884-04:00,2024-09-28T16:07:42.4733884Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,ed47773e-0556-4904-8757-c7426e586b49,54.55361,-126.84364,11.58422,6.37585,2.21184,-8.9028,-1.01448,4.36241,-1.90769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
