PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,,
166,9/28/24,11:50:41,2,6,"Tucker, Benjy",1000077307,Right,MER_BEA,"Dalley, Ty",702675,Right,MER_BEA,Undefined,5,Top,0,3,2,Sinker,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,89.30294,-2.968048,-4.157979,2100.33483,217.169297,1:15,5.64783,1.82152,6.85447,-16.30969,17.52178,12.48123,1.57308,-0.93598,81.95608,-6.110349,-1.884719,0.418631,,,,,,,,,,,,-7.71713,10.41827,-1.55957,50,5.45134,8.95213,-129.492,-7.11181,-13.15055,26.12751,-14.42057,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,6a00dea0-7db1-11ef-898b-7f46a3e9fb79,90.03729,,,7.34686,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,15:50:41,2024-09-28T11:50:40.6919868-04:00,2024-09-28T15:50:40.6919868Z,,v3,471354,471354,,"Norton, Cade",10057502,Right,MER_BEA,9dfea3c5-96fb-4564-bb7e-2ebfe597ae3f,53.64703,-130.22578,13.06376,5.64538,-6.70681,-7.21029,-1.81617,9.32146,-6.57528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
167,9/28/24,11:51:11,3,1,"Tucker, Benjy",1000077307,Right,MER_BEA,"Joye, Preston",1000076383,Left,MER_BEA,Undefined,5,Top,0,0,0,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,77.92103,-0.395841,-2.062074,2218.076757,126.702151,10:15,5.41594,2.12743,6.04246,-39.66419,4.94969,-5.2613,1.74384,-0.22111,73.49231,-7.659482,-3.008973,0.480736,,,,,,,,,,,,2.32382,2.93378,-1.96365,50,5.36302,4.26451,-113.48388,-1.96785,3.10997,15.65647,-28.24779,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,7c2be6b0-7db1-11ef-898b-7f46a3e9fb79,78.40576,,,4.42872,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,15:51:11,2024-09-28T11:51:11.1592124-04:00,2024-09-28T15:51:11.1592124Z,,v3,471354,471354,,"Norton, Cade",10057502,Right,MER_BEA,42847de2-7ab6-419a-84e9-8d2cb752d753,54.46282,-114.09792,7.82823,5.41847,-0.85999,-14.1239,-2.12851,4.14254,1.55498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
168,9/28/24,11:51:40,3,2,"Tucker, Benjy",1000077307,Right,MER_BEA,"Joye, Preston",1000076383,Left,MER_BEA,Undefined,5,Top,0,0,1,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,78.90954,0.216132,-2.903238,2296.434561,112.989704,9:45,5.22403,2.17445,5.96934,-40.74731,3.44437,-5.35122,2.02907,-0.9656,73.51385,-7.263521,-3.863366,0.478456,,,,,,,,,,,,2.05795,2.10772,-1.94127,50,5.21837,6.01149,-114.69492,-0.82866,2.77983,18.42157,-29.32699,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,8dacf320-7db1-11ef-898b-7f46a3e9fb79,78.7794,,,5.39569,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,15:51:40,2024-09-28T11:51:40.4693692-04:00,2024-09-28T15:51:40.4693692Z,,v3,471354,471354,,"Norton, Cade",10057502,Right,MER_BEA,588dfdfe-e0b0-4fab-8d88-4519afaa1346,54.53356,-115.42077,9.21079,5.22826,0.3269,-14.66349,-2.17598,5.90196,1.38991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
169,9/28/24,11:51:58,3,3,"Tucker, Benjy",1000077307,Right,MER_BEA,"Joye, Preston",1000076383,Left,MER_BEA,Undefined,5,Top,0,0,2,Slider,Slider,BallinDirt,Undefined,Undefined,Undefined,0,0,,79.53537,-1.821562,-2.867089,2262.079093,162.78045,11:30,5.17853,2.12892,5.8415,-36.35069,7.02811,-1.84992,0.45365,-0.69215,74.86452,-8.447387,-3.198581,0.474035,,,,,,,,,,,,0.34657,4.31091,-1.89403,50,5.00803,5.85762,-115.63603,-4.81928,0.48017,16.8674,-26.20145,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,98544e40-7db1-11ef-898b-7f46a3e9fb79,79.51408,,,4.67085,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,15:51:58,2024-09-28T11:51:58.4012988-04:00,2024-09-28T15:51:58.4012988Z,,v3,471354,471354,,"Norton, Cade",10057502,Right,MER_BEA,ad6d780d-0e01-405e-b2c6-cc25c9a0ab2e,54.66295,-116.31421,8.4337,5.18061,-3.76582,-13.10073,-2.12915,5.83832,0.24009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
170,9/28/24,11:52:20,3,4,"Tucker, Benjy",1000077307,Right,MER_BEA,"Joye, Preston",1000076383,Left,MER_BEA,Undefined,5,Top,0,1,2,Sinker,Sinker,InPlay,Undefined,FlyBall,Out,1,0,,87.40145,-1.868071,-3.006569,2014.360405,227.189455,1:30,5.47163,2.05704,6.68759,-22.04005,13.34016,13.23635,1.92339,0.40761,80.36583,-6.048304,-0.597564,0.428106,84.67271,21.475711,4.45255,2441.588139,109.87653,37.86946,5.20982,275.98814,271.34722,-0.430392,3.853019,-7.81642,7.87808,-1.8612,50,5.33782,6.19077,-126.99326,-4.74084,-12.81472,25.05078,-19.25822,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,a55f3be0-7db1-11ef-898b-7f46a3e9fb79,88.04458,44.27696,,7.03563,,,,1.30315,1.97511,-0.39355,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,15:52:20,2024-09-28T11:52:20.3191996-04:00,2024-09-28T15:52:20.3191996Z,LineDrive,v3,471354,471354,,"Norton, Cade",10057502,Right,MER_BEA,19c0eb81-79cc-4ccd-bb32-6548f6b9d543,53.81513,-127.74362,12.52539,5.47118,-4.16399,-9.62911,-2.05238,6.57461,-6.40736,168.311973,1.30316,115.21445,-22.05298,5.01306,-1.00756,0.17382,-0.02188,0.00139,0,1.97502,45.46955,-12.1079,-0.25481,0.13652,-0.01021,-0.00773,0.00268,-0.00026,-0.39356,8.97185,-4.34898,0.82769,-0.13408,0.01687,-0.00085,-0.0002,3.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,
171,9/28/24,11:53:03,4,1,"Tucker, Benjy",1000077307,Right,MER_BEA,"Brown, Ely",1000322118,Left,MER_BEA,Undefined,5,Top,1,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.30756,-0.382376,-3.359319,2289.957612,174.012628,11:45,5.16616,2.20468,5.8047,-37.86711,6.2924,-0.53177,1.65432,-0.96755,73.68084,-7.327582,-3.454393,0.478282,,,,,,,,,,,,-0.54681,3.70697,-1.92822,50,5.112,6.77943,-115.15575,-1.96548,-0.74318,18.9435,-27.13567,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,bf112530-7db1-11ef-898b-7f46a3e9fb79,78.80806,,,5.62672,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,15:53:03,2024-09-28T11:53:03.3363132-04:00,2024-09-28T15:53:03.3363132Z,,v3,471354,471354,,"Norton, Cade",10057502,Right,MER_BEA,3656bd52-1bc2-4e18-ab07-9eb986521fd5,54.69723,-115.92588,9.47175,5.16949,-0.8623,-13.56783,-2.20444,6.80964,-0.37159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
172,9/28/24,11:53:22,4,2,"Tucker, Benjy",1000077307,Right,MER_BEA,"Brown, Ely",1000322118,Left,MER_BEA,Undefined,5,Top,1,0,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,1,0,,78.50616,-0.267252,-3.826328,2343.916043,136.814555,10:30,5.20314,2.21932,5.79416,-40.10837,4.98618,-3.52961,1.61161,-1.63948,73.08078,-7.602439,-4.456494,0.483318,,,,,,,,,,,,0.89669,2.91666,-1.90171,50,5.15646,7.74813,-113.98281,-1.77638,1.19355,18.64128,-28.29181,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,ca457e10-7db1-11ef-898b-7f46a3e9fb79,77.98675,,,5.42538,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,15:53:22,2024-09-28T11:53:22.1996220-04:00,2024-09-28T15:53:22.1996220Z,,v3,471354,471354,,"Norton, Cade",10057502,Right,MER_BEA,96bf4661-a36c-46fc-98a4-7e8fb8f3e360,54.71054,-114.75061,9.32064,5.20563,-0.6111,-14.14591,-2.21983,7.69897,0.59677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
173,9/28/24,11:54:09,4,3,"Tucker, Benjy",1000077307,Right,MER_BEA,"Brown, Ely",1000322118,Left,MER_BEA,Undefined,5,Top,2,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,78.13549,2.436353,-0.192879,2268.636505,88.829274,9:00,5.14391,2.33709,5.84938,-44.00817,0.95736,-7.61414,3.74197,1.52334,72.87593,-5.634572,-1.558006,0.482627,,,,,,,,,,,,3.84874,0.32646,-2.31694,50,5.31613,0.6621,-113.67785,3.44548,5.14,16.81449,-31.73809,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,e6282a10-7db1-11ef-898b-7f46a3e9fb79,78.09853,,,5.25956,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,15:54:09,2024-09-28T11:54:08.9367740-04:00,2024-09-28T15:54:08.9367740Z,,v3,471354,471354,,"Norton, Cade",10057502,Right,MER_BEA,bd0ffebf-0d07-4767-9fb3-44e3319f466b,54.65473,-114.36428,8.40724,5.14902,4.74114,-15.86905,-2.33969,0.45227,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
174,9/28/24,11:54:26,4,4,"Tucker, Benjy",1000077307,Right,MER_BEA,"Brown, Ely",1000322118,Left,MER_BEA,Undefined,5,Top,2,2,1,Sinker,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,86.01518,0.51027,-1.462646,2073.856874,230.001013,1:45,5.56464,1.74483,6.85331,-23.3308,12.88485,14.06721,4.08581,1.58324,78.90811,-3.941233,1.107781,0.433131,,,,,,,,,,,,-7.79662,7.03989,-1.65541,50,5.58844,2.68451,-125.16328,0.51722,-12.41266,24.4089,-20.96617,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,f0238dc0-7db1-11ef-898b-7f46a3e9fb79,87.02312,,,7.10707,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,15:54:26,2024-09-28T11:54:25.6938172-04:00,2024-09-28T15:54:25.6938172Z,,v3,471354,471354,,"Norton, Cade",10057502,Right,MER_BEA,5e730053-a78d-42bf-9f82-ef8a73335c51,53.64747,-125.87259,12.20445,5.56456,1.12649,-10.48308,-1.73866,3.04521,-6.20633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
175,9/28/24,11:54:46,4,5,"Tucker, Benjy",1000077307,Right,MER_BEA,"Brown, Ely",1000322118,Left,MER_BEA,Undefined,5,Top,2,3,1,Sinker,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.37579,-0.160097,-2.775536,2079.517564,237.941995,2:00,5.49117,1.9328,6.88449,-25.97001,10.96154,15.63607,3.18095,0.70475,78.03391,-5.103225,0.081327,0.437391,,,,,,,,,,,,-9.02437,6.23611,-1.76135,50,5.4717,5.45345,-124.1016,-1.02468,-14.05673,25.11647,-22.46041,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,fc301e30-7db1-11ef-898b-7f46a3e9fb79,86.17554,,,7.34188,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,15:54:46,2024-09-28T11:54:45.9116220-04:00,2024-09-28T15:54:45.9116220Z,,v3,471354,471354,,"Norton, Cade",10057502,Right,MER_BEA,744e5397-3dfd-4586-8220-082cb54971c4,53.61626,-124.83134,12.55824,5.49199,-0.37211,-11.2302,-1.92573,5.86185,-7.02836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
176,9/28/24,11:55:03,4,6,"Tucker, Benjy",1000077307,Right,MER_BEA,"Brown, Ely",1000322118,Left,MER_BEA,Undefined,5,Top,2,3,2,Sinker,Changeup,BallCalled,Walk,Undefined,Undefined,0,0,,86.74846,-1.990409,-4.543716,2032.941954,239.209191,2:00,5.48704,1.91332,6.73091,-24.48072,11.63229,17.57588,1.62151,-0.78317,79.43432,-6.626512,-1.349574,0.432517,,,,,,,,,,,,-10.48969,7.05634,-1.61874,50,5.34569,9.3434,-125.77454,-5.0493,-16.81011,25.40853,-20.86602,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,0672eb20-7db2-11ef-898b-7f46a3e9fb79,87.14674,,,7.31414,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,15:55:03,2024-09-28T11:55:03.1460540-04:00,2024-09-28T15:55:03.1460540Z,,v3,471354,471354,,"Norton, Cade",10057502,Right,MER_BEA,14007996-4996-4273-ba8b-b7a7d30b5562,53.77064,-126.53398,12.70426,5.48729,-4.42563,-10.43301,-1.90552,9.84584,-8.40506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
177,9/28/24,11:55:37,5,1,"Tucker, Benjy",1000077307,Right,MER_BEA,"Lester, Parker",1000077785,Left,MER_BEA,Undefined,5,Top,2,0,0,Sinker,Sinker,InPlay,Undefined,FlyBall,HomeRun,0,3,,87.30375,-1.694091,-3.3629,2105.013129,231.570045,1:45,5.51168,2.08388,6.7273,-22.27458,13.42194,15.43147,2.10404,0.2928,79.62734,-5.940526,-0.553588,0.430016,102.19451,24.004361,-1.146069,1988.999064,109.89329,46.89936,-4.84069,383.59802,378.24439,-6.210872,4.901808,-9.16634,7.94276,-1.86717,50,5.39078,6.88751,-126.74583,-4.34325,-14.84264,27.01235,-19.31268,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,1a9fddb0-7db2-11ef-898b-7f46a3e9fb79,87.65366,71.67915,,7.67642,,,,1.13239,2.17908,-0.27268,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,15:55:37,2024-09-28T11:55:37.0316476-04:00,2024-09-28T15:55:37.0316476Z,FlyBall,v3,471354,471354,,"Norton, Cade",10057502,Right,MER_BEA,f6ebf610-2c52-4135-a974-adb73df555c8,53.77483,-127.54779,13.50617,5.51121,-3.76989,-9.65634,-2.07819,7.32817,-7.42132,165.509387,1.13116,136.92108,-26.35735,6.32331,-1.54642,0.36546,-0.06803,0.00773,-0.00038,2.18108,60.93065,-14.06949,0.05357,0.32041,-0.16123,0.04113,-0.00521,0.00026,-0.27257,-2.74142,-2.95467,0.82807,-0.19684,0.03782,-0.00523,0.00046,-2.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,,
178,9/28/24,11:59:17,1,1,"Moon, KJ",1000097405,Right,MER_BEA,"Frye, Bradley",1000077438,Right,MER_BEA,Undefined,5,Bottom,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.15614,-0.856609,-1.405583,2214.185705,199.703676,12:45,6.41946,0.78266,5.89249,-20.57395,15.7245,5.27162,3.90929,-0.08341,80.67098,-4.709518,-0.459658,0.433626,,,,,,,,,,,,-3.025,8.57536,-0.67235,50,6.3384,2.89217,-126.73275,-2.52933,-4.98817,22.52673,-18.03351,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,9d97d9c0-7db2-11ef-898b-7f46a3e9fb79,86.92382,,,6.48516,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,15:59:17,2024-09-28T11:59:16.7066300-04:00,2024-09-28T15:59:16.7066300Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,51b93ddf-35a5-4a7c-a53c-27f53700511d,54.60864,-127.54931,11.26336,6.41824,-1.87565,-9.01675,-0.78046,3.07298,-2.49408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
179,9/28/24,11:59:30,1,2,"Moon, KJ",1000097405,Right,MER_BEA,"Frye, Bradley",1000077438,Right,MER_BEA,Undefined,5,Bottom,0,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.36942,-2.816211,-3.245749,2289.92124,213.855317,1:15,6.22446,0.77859,6.02124,-22.90682,13.37465,8.24815,1.7007,-1.54372,80.68898,-7.082974,-1.764071,0.433525,,,,,,,,,,,,-5.04729,7.93815,-0.5284,50,5.99075,6.84933,-126.71003,-6.95637,-8.2776,23.76753,-19.15532,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,a567aae0-7db2-11ef-898b-7f46a3e9fb79,86.94414,,,6.68044,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,15:59:30,2024-09-28T11:59:29.8041020-04:00,2024-09-28T15:59:29.8041020Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,b708e907-0b66-46f3-a4bb-cd0416692b6b,54.47969,-127.54754,11.88377,6.22398,-6.28138,-9.57766,-0.77489,7.14101,-4.1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
180,9/28/24,11:59:47,1,3,"Moon, KJ",1000097405,Right,MER_BEA,"Frye, Bradley",1000077438,Right,MER_BEA,Undefined,5,Bottom,0,2,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.73704,-0.944626,-1.602984,2209.720743,202.082026,12:45,6.38118,1.13034,6.07787,-23.78777,12.91635,4.79008,3.5244,0.04592,79.71125,-5.403892,-0.740361,0.436042,74.06868,14.999983,172.172268,,,,,,28.51199,,,-2.91949,7.25902,-1.00894,50,6.29535,3.34164,-126.07052,-2.80848,-4.71649,24.72076,-20.44704,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,afb39f90-7db2-11ef-898b-7f46a3e9fb79,86.44214,8.83668,,7.02579,,,,3.24498,3.31039,-0.3281,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,15:59:47,2024-09-28T11:59:47.1406780-04:00,2024-09-28T15:59:47.1406780Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,c2cef65f-e3f0-4394-897c-6a3b2c33322a,54.42454,-126.93515,12.36038,6.38107,-2.09333,-10.22352,-1.1287,3.5066,-2.35824,31.465753,3.2495,-104.15168,1.91779,,,,,,,3.31182,28.05445,-32.39247,,,,,,,-0.33006,14.37658,9.50962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,,,
181,9/28/24,12:00:05,1,4,"Moon, KJ",1000097405,Right,MER_BEA,"Frye, Bradley",1000077438,Right,MER_BEA,Undefined,5,Bottom,0,2,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.56979,-3.030077,-0.84917,2385.748342,194.200366,12:30,6.26452,0.85889,5.89997,-17.32796,19.42462,4.59335,2.00451,0.45325,79.60112,-6.330651,-0.024448,0.43633,,,,,,,,,,,,-2.59469,11.2154,-0.79315,50,6.01061,1.68781,-126.93147,-7.20166,-4.20182,27.7767,-14.01193,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,ba7e6130-7db2-11ef-898b-7f46a3e9fb79,86.38509,,,7.96867,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,16:00:05,2024-09-28T12:00:05.1179708-04:00,2024-09-28T16:00:05.1179708Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,ee432bb3-ae67-494c-8bad-084c35015bc2,54.59864,-127.93385,13.88835,6.26137,-6.69601,-7.00597,-0.85679,1.83944,-2.10091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
182,9/28/24,12:00:18,1,5,"Moon, KJ",1000097405,Right,MER_BEA,"Frye, Bradley",1000077438,Right,MER_BEA,Undefined,5,Bottom,0,2,2,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,86.67489,-1.909198,-1.300126,2274.776147,197.009927,12:30,6.49653,1.01353,6.08728,-14.60111,22.58017,6.51788,3.51243,0.35371,78.67062,-4.747236,-0.126452,0.438868,80.11824,45.27596,22.561729,4804.234261,95.71963,96.18189,54.20082,154.07095,112.05381,41.628373,5.277047,-3.76512,12.61387,-0.91664,50,6.34142,2.59545,-125.79187,-4.54561,-5.9849,27.41158,-12.12355,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,c20d0aa0-7db2-11ef-898b-7f46a3e9fb79,85.88567,98.6719,,8.00428,,,,0.8757,3.65902,-0.33786,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,16:00:18,2024-09-28T12:00:17.9190460-04:00,2024-09-28T16:00:17.9190460Z,FlyBall,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,76074320-6b61-49fc-8430-7bc2beda7155,54.41311,-126.7499,13.70579,6.49289,-4.1219,-6.06178,-1.011,2.80462,-2.99245,201.091596,0.88163,76.24049,-20.61006,3.74354,-0.26563,-0.13081,0.04345,-0.00533,0.00024,3.65502,83.56307,-22.31959,2.75385,-0.7999,0.21314,-0.03646,0.00346,-0.00014,-0.33747,31.71636,-2.13788,-0.33299,0.09095,0.01162,-0.01103,0.00226,-0.00015,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,,
183,9/28/24,12:00:51,2,1,"Moon, KJ",1000097405,Right,MER_BEA,"Kamaka, Titan",702798,Right,MER_BEA,Undefined,5,Bottom,1,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.75297,2.403235,1.899031,2494.584125,82.107059,8:45,6.34631,0.8409,5.01633,-55.12196,-0.13157,-17.52513,4.02358,1.17345,65.43326,-7.695809,-1.195149,0.533722,,,,,,,,,,,,9.18938,-0.14169,-1.00878,50,6.53395,-2.79899,-106.45072,2.59666,10.19378,23.93012,-32.33122,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240928-MercerUniversity-Private-1,d5cf5480-7db2-11ef-898b-7f46a3e9fb79,70.62192,,,8.31971,,,,,,,e2c92a4e-09da-45ae-b8aa-138952a36646,9/28/24,16:00:51,2024-09-28T12:00:50.9517500-04:00,2024-09-28T16:00:50.9517500Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,1a2f8de0-b1b1-4f08-8022-c78080937eda,55.47798,-107.67513,11.96506,6.35877,4.25092,-16.16561,-0.85222,-3.32057,5.09689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
